Case Number,Filing Date,Case Status
19C50004  ,1/2/19,Active/C
19C50093  ,1/2/19,Active
19C50124  ,1/3/19,Active/C
19C50092  ,1/3/19,Active/C
19C50094  ,1/3/19,Active/C
19C50099  ,1/3/19,Active/C
19C50098  ,1/3/19,Active/C
19C50096  ,1/3/19,Active/C
19C50095  ,1/3/19,Closed
19C50097  ,1/3/19,Closed
19C50104  ,1/3/19,Active/C
19C50103  ,1/3/19,Active/C
19C50101  ,1/3/19,Active/C
19C50106  ,1/3/19,Active/C
19C50100  ,1/3/19,Active/C
19C50105  ,1/3/19,Closed
19C50102  ,1/3/19,Active/C
19C50108  ,1/3/19,Active/C
19C50109  ,1/3/19,Active/C
19C50110  ,1/3/19,Closed
19C50107  ,1/3/19,Closed
19C50111  ,1/3/19,Closed
19C50112  ,1/3/19,Active/C
19C50179  ,1/3/19,Active/C
19C50180  ,1/4/19,Active/C
19C50182  ,1/4/19,Closed
19C50181  ,1/4/19,Active/C
19C50183  ,1/4/19,Active/C
19C50187  ,1/4/19,Active/C
19C50184  ,1/4/19,Closed
19C50185  ,1/4/19,Closed
19C50188  ,1/4/19,Active/C
19C50186  ,1/4/19,Closed
19C50190  ,1/4/19,Active/C
19C50189  ,1/4/19,Active/C
19C50191  ,1/4/19,Active/C
19C50194  ,1/4/19,Active/C
19C50193  ,1/4/19,Closed
19C50192  ,1/4/19,Active/C
19C50223  ,1/7/19,Active/C
19C50307  ,1/7/19,Active
19C50224  ,1/7/19,Active/C
19C50206  ,1/7/19,Closed
19C50211  ,1/7/19,Closed
19C50212  ,1/7/19,Active
19C50208  ,1/7/19,Active
19C50213  ,1/7/19,Closed
19C50207  ,1/7/19,Active
19C50215  ,1/7/19,Closed
19C50210  ,1/7/19,Active
19C50216  ,1/7/19,Active/C
19C50240  ,1/8/19,Closed
19C50225  ,1/8/19,Closed
19C50237  ,1/8/19,Closed
19C50306  ,1/8/19,Active/C
19C50235  ,1/8/19,Closed
19C50232  ,1/8/19,Closed
19C50241  ,1/8/19,Closed
19C50227  ,1/8/19,Closed
19C50305  ,1/8/19,Closed
19C50231  ,1/8/19,Closed
19C50234  ,1/8/19,Active/C
19C50242  ,1/8/19,Active
19C50230  ,1/8/19,Active
19C50228  ,1/8/19,Closed
19C50279  ,1/8/19,Active/C
19C50282  ,1/8/19,Active/C
19C50284  ,1/8/19,Closed
19C50319  ,1/9/19,Closed
19C50318  ,1/9/19,Closed
19C50342  ,1/9/19,Closed
19C50343  ,1/9/19,Active/C
19C50353  ,1/9/19,Closed
19C50356  ,1/9/19,Closed
19C50355  ,1/9/19,Closed
19C50357  ,1/9/19,Closed
19C50354  ,1/9/19,Closed
19C50567  ,1/9/19,Closed
19C50361  ,1/9/19,Closed
19C50358  ,1/9/19,Active/C
19C50360  ,1/9/19,Active/C
19C50367  ,1/9/19,Closed
19C50365  ,1/9/19,Closed
19C50366  ,1/9/19,Closed
19C50369  ,1/9/19,Closed
19C50363  ,1/9/19,Closed
19C50368  ,1/9/19,Active/C
19C50364  ,1/9/19,Closed
19C50362  ,1/9/19,Closed
19C50371  ,1/9/19,Active
19C50372  ,1/9/19,Closed
19C50373  ,1/9/19,Closed
19C50375  ,1/9/19,Closed
19C50376  ,1/9/19,Active/C
19C50374  ,1/9/19,Active/C
19C50370  ,1/9/19,Closed
19C50377  ,1/9/19,Active/C
19C50378  ,1/9/19,Active/C
19C50380  ,1/9/19,Closed
19C50385  ,1/9/19,Closed
19C50383  ,1/9/19,Closed
19C50381  ,1/9/19,Closed
19C50379  ,1/9/19,Active
19C50384  ,1/9/19,Closed
19C50386  ,1/9/19,Active/C
19C50382  ,1/9/19,Closed
19C50391  ,1/9/19,Active/C
19C50569  ,1/9/19,Active/C
19C50390  ,1/9/19,Closed
19C50568  ,1/9/19,Active/C
19C50387  ,1/9/19,Closed
19C50388  ,1/9/19,Active/C
19C50389  ,1/9/19,Closed
19C50392  ,1/9/19,Closed
19C50397  ,1/9/19,Closed
19C50396  ,1/9/19,Active/C
19C50398  ,1/9/19,Closed
19C50393  ,1/9/19,Active/C
19C50570  ,1/9/19,Closed
19C50394  ,1/9/19,Closed
19C50395  ,1/9/19,Active/C
19C50399  ,1/9/19,Active/C
19C50400  ,1/9/19,Closed
19C50401  ,1/9/19,Active/C
19C50403  ,1/9/19,Active/C
19C50402  ,1/9/19,Active/C
19C50413  ,1/9/19,Closed
19C50405  ,1/9/19,Closed
19C50438  ,1/9/19,Closed
19C50404  ,1/9/19,Closed
19C50442  ,1/9/19,Closed
19C50472  ,1/9/19,Active
19C50407  ,1/9/19,Active/C
19C50470  ,1/9/19,Active/C
19C50406  ,1/9/19,Active/C
19C50449  ,1/9/19,Active/C
19C50408  ,1/9/19,Active/C
19C50409  ,1/9/19,Closed
19C50473  ,1/9/19,Closed
19C50474  ,1/9/19,Active
19C50475  ,1/9/19,Active/C
19C50477  ,1/9/19,Active/C
19C50479  ,1/9/19,Closed
19C50483  ,1/9/19,Closed
19C50485  ,1/9/19,Closed
19C50410  ,1/9/19,Closed
19C50480  ,1/9/19,Closed
19C50411  ,1/9/19,Active/C
19C50482  ,1/9/19,Closed
19C50487  ,1/9/19,Closed
19C50437  ,1/9/19,Closed
19C50417  ,1/9/19,Closed
19C50488  ,1/9/19,Closed
19C50469  ,1/9/19,Closed
19C50414  ,1/9/19,Active/C
19C50418  ,1/9/19,Closed
19C50466  ,1/9/19,Closed
19C50422  ,1/9/19,Closed
19C50412  ,1/9/19,Closed
19C50421  ,1/9/19,Closed
19C50492  ,1/9/19,Active/C
19C50499  ,1/9/19,Closed
19C50490  ,1/9/19,Closed
19C50415  ,1/9/19,Active/C
19C50497  ,1/9/19,Closed
19C50434  ,1/9/19,Closed
19C50494  ,1/9/19,Closed
19C50504  ,1/9/19,Closed
19C50416  ,1/9/19,Active/C
19C50517  ,1/9/19,Active/C
19C50506  ,1/9/19,Active/C
19C50522  ,1/9/19,Active/C
19C50521  ,1/9/19,Closed
19C50514  ,1/9/19,Active/C
19C50520  ,1/9/19,Closed
19C50446  ,1/9/19,Closed
19C50518  ,1/9/19,Closed
19C50519  ,1/9/19,Closed
19C50513  ,1/9/19,Closed
19C50511  ,1/9/19,Closed
19C50512  ,1/9/19,Closed
19C50509  ,1/9/19,Closed
19C50510  ,1/9/19,Closed
19C50515  ,1/9/19,Closed
19C50476  ,1/9/19,Closed
19C50489  ,1/9/19,Closed
19C50516  ,1/9/19,Closed
19C50426  ,1/9/19,Active/C
19C50508  ,1/9/19,Closed
19C50427  ,1/9/19,Closed
19C50428  ,1/9/19,Closed
19C50505  ,1/9/19,Closed
19C50425  ,1/9/19,Active/C
19C50507  ,1/9/19,Closed
19C50424  ,1/9/19,Active/C
19C50432  ,1/9/19,Closed
19C50433  ,1/9/19,Closed
19C50502  ,1/9/19,Closed
19C50443  ,1/9/19,Closed
19C50430  ,1/9/19,Closed
19C50429  ,1/9/19,Active/C
19C50431  ,1/9/19,Closed
19C50503  ,1/9/19,Closed
19C50444  ,1/9/19,Closed
19C50478  ,1/9/19,Closed
19C50450  ,1/9/19,Closed
19C50435  ,1/9/19,Closed
19C50500  ,1/9/19,Closed
19C50501  ,1/9/19,Closed
19C50498  ,1/9/19,Closed
19C50496  ,1/9/19,Closed
19C50495  ,1/9/19,Active/C
19C50452  ,1/9/19,Closed
19C50436  ,1/9/19,Closed
19C50462  ,1/9/19,Closed
19C50460  ,1/9/19,Active/C
19C50454  ,1/9/19,Active/C
19C50456  ,1/9/19,Active/C
19C50457  ,1/9/19,Closed
19C50447  ,1/9/19,Active/C
19C50464  ,1/9/19,Active/C
19C50423  ,1/9/19,Closed
19C50467  ,1/9/19,Active/C
19C50420  ,1/9/19,Closed
19C50471  ,1/9/19,Active/C
19C50493  ,1/9/19,Active/C
19C50445  ,1/9/19,Closed
19C50486  ,1/9/19,Closed
19C50453  ,1/9/19,Closed
19C50468  ,1/9/19,Active/C
19C50465  ,1/9/19,Closed
19C50491  ,1/9/19,Closed
19C50451  ,1/9/19,Closed
19C50458  ,1/9/19,Closed
19C50448  ,1/9/19,Closed
19C50484  ,1/9/19,Active/C
19C50461  ,1/9/19,Closed
19C50459  ,1/9/19,Active/C
19C50463  ,1/9/19,Closed
19C50441  ,1/9/19,Closed
19C50455  ,1/9/19,Closed
19C50419  ,1/9/19,Closed
19C50440  ,1/9/19,Closed
19C50481  ,1/9/19,Closed
19C50439  ,1/9/19,Closed
19C50523  ,1/10/19,Closed
19C50524  ,1/10/19,Closed
19C50556  ,1/10/19,Closed
19C50557  ,1/10/19,Active/C
19C50691  ,1/10/19,Closed
19C50692  ,1/10/19,Closed
19C50693  ,1/10/19,Closed
19C50694  ,1/11/19,Closed
19C50695  ,1/11/19,Closed
19C50587  ,1/11/19,Closed
19C50607  ,1/11/19,Active/C
19C50602  ,1/11/19,Active/C
19C50597  ,1/11/19,Active/C
19C50592  ,1/11/19,Closed
19C50612  ,1/11/19,Closed
19C50642  ,1/11/19,Closed
19C50622  ,1/11/19,Closed
19C50632  ,1/11/19,Closed
19C50627  ,1/11/19,Active/C
19C50617  ,1/11/19,Closed
19C50637  ,1/11/19,Closed
19C50657  ,1/11/19,Active/C
19C50662  ,1/11/19,Closed
19C50647  ,1/11/19,Active/C
19C50652  ,1/11/19,Active/C
19C50589  ,1/11/19,Active/C
19C50672  ,1/11/19,Closed
19C50590  ,1/11/19,Closed
19C50679  ,1/11/19,Closed
19C50678  ,1/11/19,Active/C
19C50588  ,1/11/19,Closed
19C50677  ,1/11/19,Closed
19C50667  ,1/11/19,Closed
19C50593  ,1/11/19,Active/C
19C50683  ,1/11/19,Closed
19C50598  ,1/11/19,Active/C
19C50595  ,1/11/19,Closed
19C50596  ,1/11/19,Active/C
19C50594  ,1/11/19,Closed
19C50591  ,1/11/19,Active/C
19C50682  ,1/11/19,Closed
19C50684  ,1/11/19,Closed
19C50604  ,1/11/19,Closed
19C50606  ,1/11/19,Closed
19C50605  ,1/11/19,Active/C
19C50603  ,1/11/19,Closed
19C50601  ,1/11/19,Active/C
19C50600  ,1/11/19,Closed
19C50599  ,1/11/19,Closed
19C50685  ,1/11/19,Active
19C50686  ,1/11/19,Closed
19C50609  ,1/11/19,Active/C
19C50613  ,1/11/19,Active/C
19C50611  ,1/11/19,Closed
19C50610  ,1/11/19,Active/C
19C50608  ,1/11/19,Closed
19C50614  ,1/11/19,Active/C
19C50618  ,1/11/19,Active/C
19C50620  ,1/11/19,Active/C
19C50680  ,1/11/19,Closed
19C50616  ,1/11/19,Closed
19C50619  ,1/11/19,Active/C
19C50615  ,1/11/19,Closed
19C50621  ,1/11/19,Closed
19C50623  ,1/11/19,Closed
19C50681  ,1/11/19,Closed
19C50625  ,1/11/19,Closed
19C50624  ,1/11/19,Closed
19C50673  ,1/11/19,Active/C
19C50628  ,1/11/19,Active/C
19C50626  ,1/11/19,Closed
19C50636  ,1/11/19,Active/C
19C50635  ,1/11/19,Closed
19C50630  ,1/11/19,Closed
19C50634  ,1/11/19,Active/C
19C50629  ,1/11/19,Closed
19C50674  ,1/11/19,Active/C
19C50633  ,1/11/19,Closed
19C50631  ,1/11/19,Closed
19C50676  ,1/11/19,Active/C
19C50638  ,1/11/19,Active/C
19C50641  ,1/11/19,Closed
19C50640  ,1/11/19,Active/C
19C50643  ,1/11/19,Active/C
19C50639  ,1/11/19,Closed
19C50644  ,1/11/19,Active/C
19C50645  ,1/11/19,Closed
19C50675  ,1/11/19,Active/C
19C50649  ,1/11/19,Closed
19C50651  ,1/11/19,Active/C
19C50650  ,1/11/19,Closed
19C50648  ,1/11/19,Closed
19C50669  ,1/11/19,Active/C
19C50654  ,1/11/19,Closed
19C50668  ,1/11/19,Closed
19C50653  ,1/11/19,Closed
19C50646  ,1/11/19,Closed
19C50671  ,1/11/19,Closed
19C50658  ,1/11/19,Active/C
19C50659  ,1/11/19,Closed
19C50660  ,1/11/19,Active/C
19C50655  ,1/11/19,Closed
19C50670  ,1/11/19,Closed
19C50661  ,1/11/19,Active/C
19C50663  ,1/11/19,Closed
19C50656  ,1/11/19,Closed
19C50664  ,1/11/19,Closed
19C50666  ,1/11/19,Closed
19C50665  ,1/11/19,Active/C
19C50696  ,1/12/19,Closed
19C50697  ,1/12/19,Closed
19C50698  ,1/12/19,Closed
19C50699  ,1/12/19,Closed
19C50700  ,1/12/19,Closed
19C50701  ,1/12/19,Closed
19C50702  ,1/12/19,Closed
19C50703  ,1/14/19,Active/C
19C50708  ,1/14/19,Active/C
19C50707  ,1/14/19,Closed
19C50706  ,1/14/19,Active/C
19C50705  ,1/14/19,Active/C
19C50704  ,1/14/19,Active/C
19C50855  ,1/14/19,Active/C
19C50856  ,1/14/19,Active/C
19C50735  ,1/14/19,Active/C
19C50739  ,1/14/19,Closed
19C50732  ,1/14/19,Closed
19C50737  ,1/14/19,Active/C
19C50729  ,1/14/19,Closed
19C50730  ,1/14/19,Closed
19C50744  ,1/14/19,Closed
19C50743  ,1/14/19,Active/C
19C50741  ,1/14/19,Active/C
19C50740  ,1/14/19,Closed
19C50745  ,1/14/19,Closed
19C50751  ,1/14/19,Closed
19C50747  ,1/14/19,Closed
19C50759  ,1/14/19,Closed
19C50775  ,1/14/19,Closed
19C50749  ,1/14/19,Closed
19C50753  ,1/14/19,Active/C
19C50746  ,1/14/19,Closed
19C50779  ,1/14/19,Closed
19C50777  ,1/14/19,Closed
19C50776  ,1/14/19,Closed
19C50780  ,1/14/19,Active/C
19C50778  ,1/14/19,Closed
19C50784  ,1/14/19,Active/C
19C50782  ,1/14/19,Closed
19C50785  ,1/14/19,Closed
19C50781  ,1/14/19,Active/C
19C50783  ,1/14/19,Closed
19C50788  ,1/14/19,Active/C
19C50786  ,1/14/19,Active/C
19C50789  ,1/14/19,Closed
19C50787  ,1/14/19,Closed
19C50791  ,1/14/19,Active/C
19C50790  ,1/14/19,Active/C
19C50793  ,1/14/19,Closed
19C50792  ,1/14/19,Closed
19C50795  ,1/14/19,Closed
19C50794  ,1/14/19,Active
19C50796  ,1/14/19,Closed
19C50798  ,1/14/19,Active/C
19C50797  ,1/14/19,Closed
19C50800  ,1/14/19,Closed
19C50803  ,1/14/19,Closed
19C50799  ,1/14/19,Closed
19C50802  ,1/14/19,Closed
19C50801  ,1/14/19,Active/C
19C50807  ,1/14/19,Closed
19C50808  ,1/14/19,Closed
19C50805  ,1/14/19,Active/C
19C50804  ,1/14/19,Closed
19C50809  ,1/14/19,Active/C
19C50806  ,1/14/19,Closed
19C50812  ,1/14/19,Active/C
19C50810  ,1/14/19,Active/C
19C50811  ,1/14/19,Closed
19C50815  ,1/14/19,Closed
19C50814  ,1/14/19,Active/C
19C50813  ,1/14/19,Closed
19C50820  ,1/14/19,Active/C
19C50817  ,1/14/19,Closed
19C50819  ,1/14/19,Closed
19C50818  ,1/14/19,Closed
19C50816  ,1/14/19,Closed
19C50869  ,1/15/19,Active
19C50886  ,1/15/19,Active/C
19C50887  ,1/15/19,Active/C
19C50888  ,1/15/19,Closed
19C50890  ,1/15/19,Active/C
19C50892  ,1/15/19,Active/C
19C50895  ,1/15/19,Active/C
19C50897  ,1/15/19,Closed
19C50908  ,1/15/19,Active
19C50909  ,1/15/19,Closed
19C50912  ,1/15/19,Closed
19C50919  ,1/15/19,Closed
19C50922  ,1/15/19,Active/C
19C50921  ,1/15/19,Active/C
19C50920  ,1/15/19,Active/C
19C50924  ,1/15/19,Closed
19C50923  ,1/15/19,Active/C
19C50926  ,1/15/19,Closed
19C50927  ,1/15/19,Active/C
19C50925  ,1/15/19,Active/C
19C50928  ,1/15/19,Closed
19C50930  ,1/15/19,Active/C
19C50929  ,1/15/19,Active/C
19C50931  ,1/15/19,Closed
19C50933  ,1/15/19,Active/C
19C50932  ,1/15/19,Closed
19C50935  ,1/15/19,Closed
19C50934  ,1/15/19,Active/C
19C50936  ,1/15/19,Closed
19C50939  ,1/15/19,Active/C
19C50937  ,1/15/19,Closed
19C50938  ,1/15/19,Closed
19C50942  ,1/15/19,Active/C
19C50941  ,1/15/19,Active
19C50950  ,1/15/19,Closed
19C50947  ,1/15/19,Active/C
19C50944  ,1/15/19,Closed
19C50955  ,1/15/19,Closed
19C50957  ,1/15/19,Closed
19C50956  ,1/15/19,Closed
19C50954  ,1/15/19,Closed
19C50952  ,1/15/19,Closed
19C50960  ,1/15/19,Active/C
19C50970  ,1/15/19,Closed
19C51064  ,1/15/19,Closed
19C50961  ,1/15/19,Active/C
19C50958  ,1/15/19,Active/C
19C51053  ,1/15/19,Active/C
19C50964  ,1/15/19,Closed
19C50972  ,1/15/19,Closed
19C50940  ,1/15/19,Closed
19C50975  ,1/15/19,Closed
19C50963  ,1/15/19,Closed
19C50967  ,1/15/19,Closed
19C50966  ,1/15/19,Closed
19C50965  ,1/15/19,Closed
19C50980  ,1/15/19,Active/C
19C50978  ,1/15/19,Active/C
19C51048  ,1/15/19,Active/C
19C50981  ,1/15/19,Closed
19C50945  ,1/15/19,Active/C
19C50974  ,1/15/19,Active/C
19C50946  ,1/15/19,Active/C
19C50949  ,1/15/19,Active/C
19C50951  ,1/15/19,Closed
19C50948  ,1/15/19,Closed
19C50973  ,1/15/19,Active/C
19C50953  ,1/15/19,Active/C
19C51052  ,1/15/19,Active/C
19C51028  ,1/15/19,Active/C
19C51063  ,1/15/19,Closed
19C51050  ,1/15/19,Active/C
19C50959  ,1/15/19,Active/C
19C51041  ,1/15/19,Active/C
19C50979  ,1/15/19,Active/C
19C50971  ,1/15/19,Closed
19C50962  ,1/15/19,Active/C
19C50986  ,1/15/19,Active/C
19C51030  ,1/15/19,Closed
19C50968  ,1/15/19,Active/C
19C50977  ,1/15/19,Closed
19C51049  ,1/15/19,Closed
19C51021  ,1/15/19,Active/C
19C51047  ,1/15/19,Active/C
19C50976  ,1/15/19,Closed
19C51033  ,1/15/19,Closed
19C50989  ,1/15/19,Active/C
19C50969  ,1/15/19,Active/C
19C50983  ,1/15/19,Closed
19C51008  ,1/15/19,Closed
19C51023  ,1/15/19,Active/C
19C51054  ,1/15/19,Closed
19C51044  ,1/15/19,Active/C
19C51040  ,1/15/19,Closed
19C51014  ,1/15/19,Active/C
19C50991  ,1/15/19,Active/C
19C51012  ,1/15/19,Active/C
19C51009  ,1/15/19,Closed
19C51004  ,1/15/19,Active/C
19C51024  ,1/15/19,Active/C
19C51038  ,1/15/19,Closed
19C50998  ,1/15/19,Closed
19C50997  ,1/15/19,Active/C
19C50996  ,1/15/19,Closed
19C51013  ,1/15/19,Closed
19C51006  ,1/15/19,Closed
19C50999  ,1/15/19,Closed
19C51005  ,1/15/19,Active/C
19C51026  ,1/15/19,Active/C
19C51015  ,1/15/19,Active/C
19C50988  ,1/15/19,Closed
19C51018  ,1/15/19,Closed
19C51017  ,1/15/19,Active/C
19C51037  ,1/15/19,Closed
19C51010  ,1/15/19,Active/C
19C50995  ,1/15/19,Closed
19C51042  ,1/15/19,Closed
19C51003  ,1/15/19,Closed
19C51025  ,1/15/19,Closed
19C51039  ,1/15/19,Closed
19C51016  ,1/15/19,Active/C
19C51031  ,1/15/19,Closed
19C51032  ,1/15/19,Closed
19C51034  ,1/15/19,Closed
19C51043  ,1/15/19,Closed
19C50985  ,1/15/19,Closed
19C51055  ,1/15/19,Closed
19C51045  ,1/15/19,Active/C
19C51051  ,1/15/19,Closed
19C50987  ,1/15/19,Active/C
19C50984  ,1/15/19,Active/C
19C50992  ,1/15/19,Closed
19C50990  ,1/15/19,Closed
19C51046  ,1/15/19,Closed
19C51011  ,1/15/19,Closed
19C51035  ,1/15/19,Closed
19C51036  ,1/15/19,Closed
19C50994  ,1/15/19,Closed
19C51002  ,1/15/19,Active/C
19C51056  ,1/15/19,Closed
19C51022  ,1/15/19,Active/C
19C51058  ,1/15/19,Active/C
19C51061  ,1/15/19,Closed
19C51062  ,1/15/19,Active/C
19C51057  ,1/15/19,Closed
19C51020  ,1/15/19,Active/C
19C51007  ,1/15/19,Active/C
19C50993  ,1/15/19,Closed
19C51029  ,1/15/19,Closed
19C51000  ,1/15/19,Closed
19C51059  ,1/15/19,Closed
19C51019  ,1/15/19,Closed
19C51027  ,1/15/19,Active/C
19C51060  ,1/15/19,Closed
19C51001  ,1/15/19,Closed
19C50982  ,1/15/19,Closed
19C50943  ,1/15/19,Closed
19C51067  ,1/15/19,Active
19C51079  ,1/15/19,Active
19C51080  ,1/16/19,Active
19C51088  ,1/16/19,Active/C
19C51090  ,1/16/19,Closed
19C51091  ,1/16/19,Active
19C51108  ,1/16/19,Closed
19C51107  ,1/16/19,Active/C
19C51109  ,1/16/19,Closed
19C51110  ,1/16/19,Closed
19C51115  ,1/16/19,Closed
19C51114  ,1/16/19,Closed
19C51113  ,1/16/19,Closed
19C51112  ,1/16/19,Closed
19C51111  ,1/16/19,Active/C
19C51118  ,1/16/19,Active/C
19C51116  ,1/16/19,Closed
19C51117  ,1/16/19,Closed
19C51119  ,1/16/19,Closed
19C51120  ,1/16/19,Active/C
19C51123  ,1/16/19,Active/C
19C51121  ,1/16/19,Closed
19C51134  ,1/16/19,Closed
19C51122  ,1/16/19,Closed
19C51124  ,1/16/19,Active/C
19C51131  ,1/16/19,Closed
19C51135  ,1/16/19,Closed
19C51133  ,1/16/19,Closed
19C51138  ,1/16/19,Active/C
19C51132  ,1/16/19,Closed
19C51137  ,1/16/19,Active/C
19C51136  ,1/16/19,Active/C
19C51128  ,1/16/19,Closed
19C51129  ,1/16/19,Closed
19C51127  ,1/16/19,Closed
19C51130  ,1/16/19,Closed
19C51125  ,1/16/19,Active/C
19C51126  ,1/16/19,Closed
19C51296  ,1/17/19,Active/C
19C51164  ,1/17/19,Active
19C51174  ,1/17/19,Active/C
19C51173  ,1/17/19,Active/C
19C51183  ,1/17/19,Active/C
19C51187  ,1/17/19,Closed
19C51193  ,1/17/19,Closed
19C51186  ,1/17/19,Closed
19C51185  ,1/17/19,Closed
19C51184  ,1/17/19,Closed
19C51188  ,1/17/19,Closed
19C51228  ,1/17/19,Active/C
19C51194  ,1/17/19,Closed
19C51227  ,1/17/19,Closed
19C51199  ,1/17/19,Closed
19C51226  ,1/17/19,Closed
19C51203  ,1/17/19,Closed
19C51209  ,1/17/19,Active/C
19C51221  ,1/17/19,Closed
19C51229  ,1/17/19,Closed
19C51214  ,1/17/19,Closed
19C51207  ,1/17/19,Active/C
19C51206  ,1/17/19,Closed
19C51202  ,1/17/19,Closed
19C51210  ,1/17/19,Active/C
19C51204  ,1/17/19,Closed
19C51213  ,1/17/19,Active/C
19C51215  ,1/17/19,Active/C
19C51208  ,1/17/19,Closed
19C51211  ,1/17/19,Active/C
19C51190  ,1/17/19,Closed
19C51189  ,1/17/19,Closed
19C51205  ,1/17/19,Active/C
19C51191  ,1/17/19,Closed
19C51212  ,1/17/19,Closed
19C51196  ,1/17/19,Active
19C51195  ,1/17/19,Closed
19C51197  ,1/17/19,Closed
19C51192  ,1/17/19,Closed
19C51198  ,1/17/19,Closed
19C51201  ,1/17/19,Closed
19C51200  ,1/17/19,Closed
19C51216  ,1/17/19,Closed
19C51230  ,1/17/19,Closed
19C51217  ,1/17/19,Closed
19C51222  ,1/17/19,Closed
19C51225  ,1/17/19,Active/C
19C51220  ,1/17/19,Closed
19C51223  ,1/17/19,Active/C
19C51218  ,1/17/19,Closed
19C51219  ,1/17/19,Active/C
19C51232  ,1/17/19,Active/C
19C51236  ,1/17/19,Active/C
19C51231  ,1/17/19,Closed
19C51234  ,1/17/19,Closed
19C51224  ,1/17/19,Closed
19C51239  ,1/17/19,Closed
19C51235  ,1/17/19,Closed
19C51233  ,1/17/19,Closed
19C51246  ,1/17/19,Closed
19C51245  ,1/17/19,Closed
19C51240  ,1/17/19,Active/C
19C51238  ,1/17/19,Closed
19C51247  ,1/17/19,Active/C
19C51242  ,1/17/19,Closed
19C51250  ,1/17/19,Active/C
19C51237  ,1/17/19,Closed
19C51248  ,1/17/19,Closed
19C51243  ,1/17/19,Closed
19C51252  ,1/17/19,Closed
19C51249  ,1/17/19,Closed
19C51255  ,1/17/19,Closed
19C51254  ,1/17/19,Closed
19C51251  ,1/17/19,Active/C
19C51257  ,1/17/19,Closed
19C51261  ,1/17/19,Closed
19C51244  ,1/17/19,Active/C
19C51241  ,1/17/19,Active/C
19C51259  ,1/17/19,Closed
19C51262  ,1/17/19,Closed
19C51267  ,1/17/19,Closed
19C51263  ,1/17/19,Closed
19C51266  ,1/17/19,Active/C
19C51253  ,1/17/19,Active/C
19C51258  ,1/17/19,Active/C
19C51265  ,1/17/19,Closed
19C51256  ,1/17/19,Closed
19C51273  ,1/17/19,Closed
19C51260  ,1/17/19,Closed
19C51268  ,1/17/19,Active/C
19C51269  ,1/17/19,Closed
19C51276  ,1/17/19,Closed
19C51264  ,1/17/19,Closed
19C51270  ,1/17/19,Closed
19C51275  ,1/17/19,Active/C
19C51271  ,1/17/19,Active/C
19C51277  ,1/17/19,Closed
19C51280  ,1/17/19,Active/C
19C51278  ,1/17/19,Active/C
19C51274  ,1/17/19,Active/C
19C51279  ,1/17/19,Active/C
19C51272  ,1/17/19,Active/C
19C51312  ,1/18/19,Active/C
19C51289  ,1/18/19,Closed
19C51285  ,1/18/19,Closed
19C51290  ,1/18/19,Active/C
19C51291  ,1/18/19,Active/C
19C51295  ,1/18/19,Closed
19C51286  ,1/18/19,Active/C
19C51287  ,1/18/19,Closed
19C51292  ,1/18/19,Closed
19C51293  ,1/18/19,Closed
19C51294  ,1/18/19,Active/C
19C51288  ,1/18/19,Closed
19C51311  ,1/21/19,Closed
19C51310  ,1/21/19,Closed
19C51309  ,1/21/19,Closed
19C51308  ,1/22/19,Active/C
19C51314  ,1/22/19,Closed
19C51346  ,1/22/19,Closed
19C51326  ,1/22/19,Closed
19C51327  ,1/22/19,Closed
19C51334  ,1/22/19,Closed
19C51328  ,1/22/19,Active/C
19C51329  ,1/22/19,Closed
19C51333  ,1/22/19,Active/C
19C51332  ,1/22/19,Active/C
19C51331  ,1/22/19,Active/C
19C51330  ,1/22/19,Active/C
19C51349  ,1/23/19,Closed
19C51348  ,1/23/19,Closed
19C51347  ,1/23/19,Closed
19C51405  ,1/23/19,Active/C
19C51442  ,1/23/19,Closed
19C51441  ,1/23/19,Active/C
19C51440  ,1/23/19,Closed
19C51439  ,1/23/19,Closed
19C51447  ,1/23/19,Closed
19C51445  ,1/23/19,Closed
19C51444  ,1/23/19,Closed
19C51448  ,1/23/19,Closed
19C51443  ,1/23/19,Closed
19C51446  ,1/23/19,Active/C
19C51451  ,1/23/19,Closed
19C51449  ,1/23/19,Active/C
19C51450  ,1/23/19,Closed
19C51454  ,1/23/19,Active/C
19C51452  ,1/23/19,Closed
19C51453  ,1/23/19,Closed
19C51455  ,1/23/19,Active/C
19C51457  ,1/23/19,Active/C
19C51456  ,1/23/19,Active/C
19C51458  ,1/23/19,Active/C
19C51459  ,1/23/19,Active/C
19C51460  ,1/23/19,Active/C
19C51461  ,1/23/19,Active/C
19C51462  ,1/23/19,Closed
19C51465  ,1/23/19,Closed
19C51466  ,1/23/19,Active/C
19C51468  ,1/23/19,Active/C
19C51463  ,1/23/19,Closed
19C51467  ,1/23/19,Active/C
19C51464  ,1/23/19,Closed
19C51472  ,1/23/19,Active/C
19C51474  ,1/23/19,Active/C
19C51471  ,1/23/19,Active/C
19C51469  ,1/23/19,Closed
19C51470  ,1/23/19,Active/C
19C51473  ,1/23/19,Closed
19C51475  ,1/23/19,Active/C
19C51479  ,1/23/19,Active/C
19C51477  ,1/23/19,Closed
19C51476  ,1/23/19,Active/C
19C51478  ,1/23/19,Closed
19C51484  ,1/23/19,Closed
19C51482  ,1/23/19,Active/C
19C51481  ,1/23/19,Active/C
19C51483  ,1/23/19,Active/C
19C51485  ,1/23/19,Active/C
