Case Number,Filing Date,Case Status
19C55859  ,4/8/19,Closed
19C55851  ,4/8/19,Closed
19C55858  ,4/8/19,Closed
19C55853  ,4/8/19,Closed
19C55911  ,4/8/19,Active/C
19C55914  ,4/8/19,Active/C
19C55912  ,4/8/19,Active/C
19C55915  ,4/8/19,Active/C
19C55917  ,4/8/19,Closed
19C55916  ,4/8/19,Active/C
19C55924  ,4/8/19,Closed
19C55923  ,4/8/19,Active/C
19C55921  ,4/8/19,Active/C
19C55919  ,4/8/19,Active/C
19C55925  ,4/8/19,Closed
19C55927  ,4/8/19,Closed
19C55926  ,4/8/19,Active/C
19C55930  ,4/8/19,Closed
19C55929  ,4/8/19,Closed
19C55928  ,4/8/19,Closed
19C55931  ,4/8/19,Active/C
19C55933  ,4/8/19,Closed
19C55934  ,4/8/19,Closed
19C55937  ,4/8/19,Active/C
19C55939  ,4/8/19,Active/C
19C55935  ,4/8/19,Active/C
19C55940  ,4/8/19,Active/C
19C55942  ,4/8/19,Active/C
19C55943  ,4/8/19,Closed
19C56003  ,4/9/19,Closed
19C56033  ,4/9/19,Active/C
19C56035  ,4/9/19,Active/C
19C56052  ,4/9/19,Active
19C56088  ,4/10/19,Active/C
19C56087  ,4/10/19,Active/C
19C56091  ,4/10/19,Closed
19C56092  ,4/10/19,Active/C
19C56082  ,4/10/19,Closed
19C56089  ,4/10/19,Active/C
19C56090  ,4/10/19,Closed
19C56094  ,4/10/19,Closed
19C56098  ,4/10/19,Closed
19C56103  ,4/10/19,Active/C
19C56118  ,4/10/19,Active/C
19C56123  ,4/10/19,Closed
19C56108  ,4/10/19,Active/C
19C56128  ,4/10/19,Active/C
19C56113  ,4/10/19,Active/C
19C56148  ,4/10/19,Closed
19C56153  ,4/10/19,Active/C
19C56130  ,4/10/19,Closed
19C56136  ,4/10/19,Active/C
19C56142  ,4/10/19,Closed
19C56163  ,4/10/19,Closed
19C56173  ,4/10/19,Closed
19C56174  ,4/10/19,Closed
19C56158  ,4/10/19,Closed
19C56175  ,4/10/19,Closed
19C56168  ,4/10/19,Closed
19C56177  ,4/10/19,Active/C
19C56096  ,4/10/19,Active/C
19C56176  ,4/10/19,Closed
19C56095  ,4/10/19,Closed
19C56097  ,4/10/19,Closed
19C56169  ,4/10/19,Active
19C56099  ,4/10/19,Closed
19C56170  ,4/10/19,Active/C
19C56105  ,4/10/19,Closed
19C56104  ,4/10/19,Closed
19C56100  ,4/10/19,Closed
19C56101  ,4/10/19,Active/C
19C56102  ,4/10/19,Closed
19C56109  ,4/10/19,Closed
19C56107  ,4/10/19,Active/C
19C56111  ,4/10/19,Closed
19C56112  ,4/10/19,Active/C
19C56110  ,4/10/19,Closed
19C56171  ,4/10/19,Closed
19C56106  ,4/10/19,Closed
19C56116  ,4/10/19,Closed
19C56115  ,4/10/19,Active/C
19C56172  ,4/10/19,Active/C
19C56117  ,4/10/19,Closed
19C56164  ,4/10/19,Closed
19C56119  ,4/10/19,Closed
19C56114  ,4/10/19,Closed
19C56125  ,4/10/19,Closed
19C56121  ,4/10/19,Closed
19C56124  ,4/10/19,Active/C
19C56120  ,4/10/19,Closed
19C56122  ,4/10/19,Active/C
19C56165  ,4/10/19,Closed
19C56127  ,4/10/19,Closed
19C56129  ,4/10/19,Closed
19C56126  ,4/10/19,Active/C
19C56166  ,4/10/19,Closed
19C56132  ,4/10/19,Closed
19C56131  ,4/10/19,Active/C
19C56167  ,4/10/19,Active/C
19C56134  ,4/10/19,Active/C
19C56133  ,4/10/19,Closed
19C56137  ,4/10/19,Closed
19C56135  ,4/10/19,Closed
19C56141  ,4/10/19,Active/C
19C56139  ,4/10/19,Active/C
19C56138  ,4/10/19,Closed
19C56159  ,4/10/19,Active/C
19C56140  ,4/10/19,Active/C
19C56160  ,4/10/19,Closed
19C56146  ,4/10/19,Closed
19C56147  ,4/10/19,Closed
19C56144  ,4/10/19,Closed
19C56145  ,4/10/19,Closed
19C56143  ,4/10/19,Active/C
19C56161  ,4/10/19,Active/C
19C56155  ,4/10/19,Closed
19C56154  ,4/10/19,Active/C
19C56162  ,4/10/19,Closed
19C56151  ,4/10/19,Active
19C56150  ,4/10/19,Closed
19C56149  ,4/10/19,Active/C
19C56152  ,4/10/19,Closed
19C56156  ,4/10/19,Closed
19C56157  ,4/10/19,Active/C
19C56181  ,4/10/19,Closed
19C56178  ,4/10/19,Active/C
19C56179  ,4/10/19,Active/C
19C56180  ,4/10/19,Active/C
19C56184  ,4/10/19,Closed
19C56186  ,4/10/19,Active/C
19C56185  ,4/10/19,Active/C
19C56182  ,4/10/19,Closed
19C56183  ,4/10/19,Closed
19C56187  ,4/10/19,Closed
19C56189  ,4/10/19,Closed
19C56190  ,4/10/19,Closed
19C56188  ,4/10/19,Closed
19C56193  ,4/10/19,Closed
19C56191  ,4/10/19,Closed
19C56192  ,4/10/19,Closed
19C56195  ,4/10/19,Active/C
19C56199  ,4/10/19,Closed
19C56194  ,4/10/19,Active/C
19C56203  ,4/10/19,Active/C
19C56197  ,4/10/19,Closed
19C56201  ,4/10/19,Closed
19C56209  ,4/10/19,Closed
19C56213  ,4/10/19,Active/C
19C56215  ,4/10/19,Closed
19C56207  ,4/10/19,Closed
19C56211  ,4/10/19,Closed
19C56205  ,4/10/19,Closed
19C56196  ,4/10/19,Active/C
19C56223  ,4/10/19,Closed
19C56219  ,4/10/19,Active/C
19C56221  ,4/10/19,Active/C
19C56204  ,4/10/19,Closed
19C56202  ,4/10/19,Active/C
19C56225  ,4/10/19,Closed
19C56234  ,4/10/19,Active/C
19C56210  ,4/10/19,Closed
19C56238  ,4/10/19,Closed
19C56227  ,4/10/19,Closed
19C56232  ,4/10/19,Closed
19C56236  ,4/10/19,Closed
19C56229  ,4/10/19,Closed
19C56200  ,4/10/19,Active/C
19C56240  ,4/10/19,Closed
19C56198  ,4/10/19,Active/C
19C56245  ,4/10/19,Closed
19C56247  ,4/10/19,Closed
19C56243  ,4/10/19,Closed
19C56258  ,4/10/19,Closed
19C56206  ,4/10/19,Closed
19C56208  ,4/10/19,Closed
19C56255  ,4/10/19,Closed
19C56251  ,4/10/19,Closed
19C56253  ,4/10/19,Closed
19C56249  ,4/10/19,Closed
19C56260  ,4/10/19,Active/C
19C56264  ,4/10/19,Closed
19C56212  ,4/10/19,Closed
19C56262  ,4/10/19,Active/C
19C56266  ,4/10/19,Closed
19C56214  ,4/10/19,Active/C
19C56216  ,4/10/19,Closed
19C56217  ,4/10/19,Active/C
19C56274  ,4/10/19,Closed
19C56220  ,4/10/19,Closed
19C56276  ,4/10/19,Closed
19C56218  ,4/10/19,Closed
19C56222  ,4/10/19,Closed
19C56224  ,4/10/19,Closed
19C56246  ,4/10/19,Active/C
19C56277  ,4/10/19,Closed
19C56230  ,4/10/19,Closed
19C56235  ,4/10/19,Active
19C56275  ,4/10/19,Closed
19C56226  ,4/10/19,Active/C
19C56228  ,4/10/19,Closed
19C56244  ,4/10/19,Closed
19C56233  ,4/10/19,Closed
19C56231  ,4/10/19,Closed
19C56237  ,4/10/19,Closed
19C56272  ,4/10/19,Closed
19C56270  ,4/10/19,Closed
19C56273  ,4/10/19,Closed
19C56271  ,4/10/19,Closed
19C56269  ,4/10/19,Closed
19C56267  ,4/10/19,Closed
19C56242  ,4/10/19,Active/C
19C56268  ,4/10/19,Closed
19C56239  ,4/10/19,Active/C
19C56241  ,4/10/19,Active/C
19C56250  ,4/10/19,Closed
19C56257  ,4/10/19,Closed
19C56254  ,4/10/19,Closed
19C56263  ,4/10/19,Closed
19C56265  ,4/10/19,Closed
19C56248  ,4/10/19,Closed
19C56252  ,4/10/19,Active/C
19C56259  ,4/10/19,Active/C
19C56256  ,4/10/19,Closed
19C56261  ,4/10/19,Closed
19C56319  ,4/11/19,Closed
19C56350  ,4/11/19,Active/C
19C56351  ,4/11/19,Closed
19C56352  ,4/11/19,Active/C
19C56353  ,4/11/19,Active/C
19C56349  ,4/11/19,Active/C
19C56360  ,4/11/19,Active/C
19C56363  ,4/11/19,Active
19C56386  ,4/12/19,Closed
19C56523  ,4/12/19,Closed
19C56445  ,4/12/19,Closed
19C56435  ,4/12/19,Closed
19C56440  ,4/12/19,Active/C
19C56454  ,4/12/19,Closed
19C56451  ,4/12/19,Closed
19C56452  ,4/12/19,Closed
19C56450  ,4/12/19,Closed
19C56453  ,4/12/19,Closed
19C56456  ,4/12/19,Closed
19C56455  ,4/12/19,Closed
19C56457  ,4/12/19,Closed
19C56458  ,4/12/19,Active/C
19C56459  ,4/12/19,Closed
19C56461  ,4/12/19,Active/C
19C56460  ,4/12/19,Closed
19C56465  ,4/12/19,Active/C
19C56464  ,4/12/19,Active/C
19C56466  ,4/12/19,Closed
19C56463  ,4/12/19,Active/C
19C56462  ,4/12/19,Active/C
19C56439  ,4/12/19,Active/C
19C56436  ,4/12/19,Closed
19C56468  ,4/12/19,Active/C
19C56467  ,4/12/19,Closed
19C56437  ,4/12/19,Closed
19C56438  ,4/12/19,Active/C
19C56446  ,4/12/19,Active/C
19C56441  ,4/12/19,Closed
19C56442  ,4/12/19,Closed
19C56443  ,4/12/19,Active/C
19C56444  ,4/12/19,Closed
19C56447  ,4/12/19,Active/C
19C56469  ,4/12/19,Active/C
19C56449  ,4/12/19,Active/C
19C56448  ,4/12/19,Closed
19C56470  ,4/12/19,Active/C
19C56471  ,4/12/19,Active/C
19C56472  ,4/12/19,Active/C
19C56473  ,4/12/19,Active/C
19C56478  ,4/12/19,Active/C
19C56476  ,4/12/19,Closed
19C56477  ,4/12/19,Closed
19C56474  ,4/12/19,Closed
19C56475  ,4/12/19,Active/C
19C56479  ,4/12/19,Active/C
19C56480  ,4/12/19,Closed
19C56487  ,4/12/19,Active/C
19C56482  ,4/12/19,Active/C
19C56486  ,4/12/19,Closed
19C56483  ,4/12/19,Closed
19C56481  ,4/12/19,Active/C
19C56484  ,4/12/19,Active/C
19C56485  ,4/12/19,Active/C
19C56493  ,4/12/19,Active/C
19C56489  ,4/12/19,Active/C
19C56492  ,4/12/19,Active/C
19C56491  ,4/12/19,Active/C
19C56490  ,4/12/19,Closed
19C56488  ,4/12/19,Active/C
19C56498  ,4/12/19,Closed
19C56494  ,4/12/19,Active/C
19C56497  ,4/12/19,Closed
19C56495  ,4/12/19,Active/C
19C56499  ,4/12/19,Closed
19C56496  ,4/12/19,Closed
19C56503  ,4/12/19,Closed
19C56500  ,4/12/19,Closed
19C56504  ,4/12/19,Active/C
19C56502  ,4/12/19,Active/C
19C56501  ,4/12/19,Active/C
19C56506  ,4/12/19,Closed
19C56505  ,4/12/19,Active/C
19C56507  ,4/12/19,Active/C
19C56422  ,4/12/19,Active/C
19C56423  ,4/12/19,Closed
19C56428  ,4/12/19,Closed
19C56427  ,4/12/19,Active/C
19C56426  ,4/12/19,Closed
19C56425  ,4/12/19,Closed
19C56424  ,4/12/19,Closed
19C56430  ,4/12/19,Closed
19C56431  ,4/12/19,Active/C
19C56432  ,4/12/19,Active/C
19C56429  ,4/12/19,Closed
19C56433  ,4/12/19,Closed
19C56434  ,4/12/19,Closed
19C56541  ,4/15/19,Active/C
19C56548  ,4/15/19,Closed
19C56549  ,4/15/19,Closed
19C56647  ,4/15/19,Active/C
19C56648  ,4/15/19,Active/C
19C56649  ,4/15/19,Active/C
19C56652  ,4/15/19,Closed
19C56650  ,4/15/19,Closed
19C56659  ,4/15/19,Closed
19C56655  ,4/15/19,Active/C
19C56589  ,4/15/19,Closed
19C56590  ,4/15/19,Closed
19C56588  ,4/15/19,Closed
19C56591  ,4/15/19,Active/C
19C56594  ,4/15/19,Active/C
19C56592  ,4/15/19,Active/C
19C56596  ,4/15/19,Closed
19C56595  ,4/15/19,Closed
19C56593  ,4/15/19,Closed
19C56605  ,4/15/19,Closed
19C56615  ,4/15/19,Active/C
19C56601  ,4/15/19,Closed
19C56610  ,4/15/19,Closed
19C56631  ,4/15/19,Closed
19C56625  ,4/15/19,Active/C
19C56632  ,4/15/19,Closed
19C56630  ,4/15/19,Closed
19C56620  ,4/15/19,Closed
19C56626  ,4/15/19,Closed
19C56633  ,4/15/19,Closed
19C56634  ,4/15/19,Active/C
19C56627  ,4/15/19,Closed
19C56622  ,4/15/19,Active/C
19C56624  ,4/15/19,Closed
19C56629  ,4/15/19,Active/C
19C56623  ,4/15/19,Active/C
19C56616  ,4/15/19,Active/C
19C56621  ,4/15/19,Active/C
19C56628  ,4/15/19,Active/C
19C56598  ,4/15/19,Active/C
19C56597  ,4/15/19,Closed
19C56617  ,4/15/19,Active/C
19C56600  ,4/15/19,Closed
19C56599  ,4/15/19,Active/C
19C56618  ,4/15/19,Active/C
19C56604  ,4/15/19,Closed
19C56608  ,4/15/19,Closed
19C56603  ,4/15/19,Active/C
19C56606  ,4/15/19,Closed
19C56602  ,4/15/19,Closed
19C56607  ,4/15/19,Closed
19C56611  ,4/15/19,Active/C
19C56619  ,4/15/19,Closed
19C56612  ,4/15/19,Closed
19C56613  ,4/15/19,Closed
19C56609  ,4/15/19,Closed
19C56614  ,4/15/19,Closed
19C56576  ,4/15/19,Closed
19C56575  ,4/15/19,Active/C
19C56579  ,4/15/19,Active/C
19C56577  ,4/15/19,Closed
19C56578  ,4/15/19,Active/C
19C56580  ,4/15/19,Closed
19C56581  ,4/15/19,Closed
19C56587  ,4/15/19,Active/C
19C56582  ,4/15/19,Closed
19C56585  ,4/15/19,Active/C
19C56586  ,4/15/19,Closed
19C56584  ,4/15/19,Closed
19C56583  ,4/15/19,Closed
19C56724  ,4/16/19,Active/C
19C56723  ,4/16/19,Active/C
19C56716  ,4/16/19,Active/C
19C56712  ,4/16/19,Active/C
19C56738  ,4/16/19,Closed
19C56839  ,4/17/19,Active/C
19C56837  ,4/17/19,Active/C
19C56842  ,4/17/19,Active/C
19C56845  ,4/17/19,Active/C
19C56844  ,4/17/19,Active/C
19C56843  ,4/17/19,Active/C
19C56754  ,4/17/19,Active
19C56753  ,4/17/19,Closed
19C56760  ,4/17/19,Closed
19C56755  ,4/17/19,Active/C
19C56756  ,4/17/19,Active/C
19C56757  ,4/17/19,Active/C
19C56759  ,4/17/19,Active
19C56761  ,4/17/19,Active/C
19C56767  ,4/17/19,Active/C
19C56763  ,4/17/19,Active/C
19C56758  ,4/17/19,Active/C
19C56765  ,4/17/19,Active/C
19C56766  ,4/17/19,Active/C
19C56764  ,4/17/19,Active/C
19C56762  ,4/17/19,Active/C
19C56768  ,4/17/19,Closed
19C56771  ,4/17/19,Active/C
19C56773  ,4/17/19,Closed
19C56774  ,4/17/19,Closed
19C56781  ,4/17/19,Closed
19C56770  ,4/17/19,Closed
19C56769  ,4/17/19,Active/C
19C56777  ,4/17/19,Active/C
19C56775  ,4/17/19,Closed
19C56772  ,4/17/19,Active/C
19C56778  ,4/17/19,Active/C
19C56784  ,4/17/19,Closed
19C56776  ,4/17/19,Active/C
19C56790  ,4/17/19,Active/C
19C56789  ,4/17/19,Closed
19C56788  ,4/17/19,Closed
19C56791  ,4/17/19,Closed
19C56780  ,4/17/19,Closed
19C56782  ,4/17/19,Closed
19C56785  ,4/17/19,Closed
19C56779  ,4/17/19,Active/C
19C56783  ,4/17/19,Active/C
19C56805  ,4/17/19,Closed
19C56786  ,4/17/19,Active/C
19C56806  ,4/17/19,Closed
19C56787  ,4/17/19,Active/C
19C56792  ,4/17/19,Active/C
19C56807  ,4/17/19,Active
19C56793  ,4/17/19,Active/C
19C56796  ,4/17/19,Closed
19C56795  ,4/17/19,Closed
19C56810  ,4/17/19,Active/C
19C56803  ,4/17/19,Closed
19C56801  ,4/17/19,Active/C
19C56799  ,4/17/19,Active/C
19C56798  ,4/17/19,Closed
19C56800  ,4/17/19,Closed
19C56811  ,4/17/19,Active/C
19C56804  ,4/17/19,Active/C
19C56816  ,4/17/19,Active/C
19C56794  ,4/17/19,Active/C
19C56818  ,4/17/19,Closed
19C56817  ,4/17/19,Active/C
19C56813  ,4/17/19,Closed
19C56820  ,4/17/19,Active/C
19C56823  ,4/17/19,Active/C
19C56822  ,4/17/19,Active/C
19C56802  ,4/17/19,Active/C
19C56821  ,4/17/19,Active/C
19C56819  ,4/17/19,Closed
19C56797  ,4/17/19,Active/C
19C56831  ,4/17/19,Active/C
19C56824  ,4/17/19,Active/C
19C56829  ,4/17/19,Closed
19C56827  ,4/17/19,Closed
19C56825  ,4/17/19,Active/C
19C56828  ,4/17/19,Closed
19C56833  ,4/17/19,Active/C
19C56835  ,4/17/19,Active/C
19C56832  ,4/17/19,Active/C
19C56836  ,4/17/19,Closed
19C56834  ,4/17/19,Active/C
19C56830  ,4/17/19,Closed
19C56815  ,4/17/19,Active/C
19C56809  ,4/17/19,Active/C
19C56826  ,4/17/19,Active/C
19C56808  ,4/17/19,Closed
19C56812  ,4/17/19,Active/C
19C56814  ,4/17/19,Active/C
19C56867  ,4/18/19,Active/C
19C56863  ,4/18/19,Closed
19C56864  ,4/18/19,Active/C
19C56865  ,4/18/19,Active/C
19C56866  ,4/18/19,Active/C
19C56868  ,4/18/19,Closed
19C56869  ,4/18/19,Closed
19C56870  ,4/18/19,Active/C
19C56872  ,4/18/19,Active/C
19C56882  ,4/18/19,Active/C
19C56969  ,4/19/19,Closed
19C56968  ,4/19/19,Closed
19C56966  ,4/19/19,Active/C
19C56967  ,4/19/19,Active/C
19C56973  ,4/19/19,Active/C
19C56971  ,4/19/19,Closed
19C56974  ,4/19/19,Active/C
19C56970  ,4/19/19,Closed
19C56972  ,4/19/19,Closed
19C56979  ,4/19/19,Closed
19C56977  ,4/19/19,Active/C
19C56978  ,4/19/19,Active/C
19C56975  ,4/19/19,Closed
19C56976  ,4/19/19,Active/C
19C56939  ,4/19/19,Active/C
19C56938  ,4/19/19,Active/C
19C56941  ,4/19/19,Active/C
19C56944  ,4/19/19,Active/C
19C56940  ,4/19/19,Closed
19C56942  ,4/19/19,Active/C
19C56943  ,4/19/19,Active/C
19C56946  ,4/19/19,Closed
19C56947  ,4/19/19,Active/C
19C56945  ,4/19/19,Active/C
19C56948  ,4/19/19,Closed
19C56949  ,4/19/19,Active/C
19C56952  ,4/19/19,Closed
19C56950  ,4/19/19,Active/C
19C56951  ,4/19/19,Closed
19C56954  ,4/19/19,Active/C
19C56953  ,4/19/19,Closed
19C56955  ,4/19/19,Closed
19C56957  ,4/19/19,Active/C
19C56959  ,4/19/19,Closed
19C56958  ,4/19/19,Active
19C56956  ,4/19/19,Closed
19C56960  ,4/19/19,Closed
19C56962  ,4/19/19,Active/C
19C56961  ,4/19/19,Closed
19C56964  ,4/19/19,Closed
19C56965  ,4/19/19,Closed
19C56963  ,4/19/19,Closed
19C57063  ,4/22/19,Active/C
19C57076  ,4/22/19,Active/C
19C57088  ,4/22/19,Active/C
19C57086  ,4/22/19,Active/C
19C57087  ,4/22/19,Active/C
19C57094  ,4/22/19,Active/C
19C57092  ,4/22/19,Closed
19C57090  ,4/22/19,Closed
19C57089  ,4/22/19,Closed
19C57091  ,4/22/19,Active/C
19C57093  ,4/22/19,Active/C
19C57097  ,4/22/19,Active/C
19C57099  ,4/22/19,Active/C
19C57096  ,4/22/19,Closed
19C57095  ,4/22/19,Active/C
19C57098  ,4/22/19,Active/C
19C57100  ,4/22/19,Active/C
19C57102  ,4/22/19,Active/C
19C57103  ,4/22/19,Closed
19C57101  ,4/22/19,Active/C
19C57082  ,4/22/19,Closed
19C57084  ,4/22/19,Active
19C57083  ,4/22/19,Closed
19C57085  ,4/22/19,Closed
19C57154  ,4/23/19,Active/C
19C57196  ,4/24/19,Closed
19C57205  ,4/24/19,Closed
19C57208  ,4/24/19,Active
19C57210  ,4/24/19,Closed
19C57213  ,4/24/19,Closed
19C57214  ,4/24/19,Closed
19C57216  ,4/24/19,Closed
19C57211  ,4/24/19,Closed
19C57212  ,4/24/19,Closed
19C57220  ,4/24/19,Closed
19C57215  ,4/24/19,Closed
19C57218  ,4/24/19,Active/C
19C57228  ,4/24/19,Active/C
19C57226  ,4/24/19,Active/C
19C57225  ,4/24/19,Closed
19C57221  ,4/24/19,Active/C
19C57222  ,4/24/19,Closed
19C57223  ,4/24/19,Closed
19C57219  ,4/24/19,Active/C
19C57217  ,4/24/19,Closed
19C57224  ,4/24/19,Closed
19C57256  ,4/24/19,Closed
19C57227  ,4/24/19,Active/C
19C57240  ,4/24/19,Active/C
19C57233  ,4/24/19,Active/C
19C57229  ,4/24/19,Closed
19C57236  ,4/24/19,Active/C
19C57241  ,4/24/19,Closed
19C57244  ,4/24/19,Active/C
19C57235  ,4/24/19,Active/C
19C57232  ,4/24/19,Closed
19C57231  ,4/24/19,Closed
19C57239  ,4/24/19,Closed
19C57234  ,4/24/19,Active/C
19C57238  ,4/24/19,Active/C
19C57237  ,4/24/19,Active/C
19C57257  ,4/24/19,Closed
19C57242  ,4/24/19,Closed
19C57243  ,4/24/19,Active/C
19C57258  ,4/24/19,Active/C
19C57230  ,4/24/19,Closed
19C57247  ,4/24/19,Closed
19C57255  ,4/24/19,Active/C
19C57259  ,4/24/19,Active/C
19C57251  ,4/24/19,Active/C
19C57245  ,4/24/19,Active/C
19C57252  ,4/24/19,Active/C
19C57250  ,4/24/19,Closed
19C57253  ,4/24/19,Closed
19C57254  ,4/24/19,Active/C
19C57248  ,4/24/19,Active/C
19C57249  ,4/24/19,Active/C
19C57246  ,4/24/19,Active/C
19C57306  ,4/25/19,Active/C
19C57307  ,4/25/19,Active/C
19C57304  ,4/25/19,Active/C
19C57305  ,4/25/19,Active
19C57353  ,4/26/19,Active/C
19C57354  ,4/26/19,Closed
19C57323  ,4/26/19,Active/C
19C57324  ,4/26/19,Closed
19C57326  ,4/26/19,Active/C
19C57327  ,4/26/19,Closed
19C57325  ,4/26/19,Active/C
19C57328  ,4/26/19,Closed
19C57329  ,4/26/19,Active/C
19C57332  ,4/26/19,Closed
19C57331  ,4/26/19,Active/C
19C57330  ,4/26/19,Closed
19C57334  ,4/26/19,Closed
19C57333  ,4/26/19,Closed
19C57335  ,4/26/19,Closed
19C57336  ,4/26/19,Active/C
19C57397  ,4/29/19,Active
19C57430  ,4/29/19,Closed
19C57431  ,4/29/19,Active/C
19C57432  ,4/29/19,Active/C
19C57436  ,4/29/19,Active/C
19C57437  ,4/29/19,Closed
19C57433  ,4/29/19,Closed
19C57434  ,4/29/19,Active/C
19C57435  ,4/29/19,Active/C
19C57440  ,4/29/19,Active/C
19C57439  ,4/29/19,Active/C
19C57438  ,4/29/19,Active/C
19C57449  ,4/29/19,Active/C
19C57487  ,4/30/19,Active/C
19C57488  ,4/30/19,Active
19C57492  ,4/30/19,Active/C
19C57493  ,4/30/19,Active/C
19C57533  ,5/1/19,Active/C
19C57567  ,5/1/19,Active
19C57570  ,5/1/19,Active/C
19C57575  ,5/1/19,Closed
19C57572  ,5/1/19,Closed
19C57574  ,5/1/19,Closed
19C57571  ,5/1/19,Closed
19C57569  ,5/1/19,Closed
19C57585  ,5/2/19,Active/C
19C57607  ,5/3/19,Active/C
19C57608  ,5/3/19,Active/C
19C57612  ,5/3/19,Active/C
19C57609  ,5/3/19,Active/C
19C57610  ,5/3/19,Active/C
19C57611  ,5/3/19,Active/C
19C57614  ,5/3/19,Closed
19C57613  ,5/3/19,Active/C
19C57704  ,5/6/19,Active/C
19C57705  ,5/6/19,Closed
19C57706  ,5/6/19,Active/C
19C57744  ,5/7/19,Closed
19C57748  ,5/7/19,Closed
19C57820  ,5/8/19,Active/C
19C57821  ,5/8/19,Closed
19C57826  ,5/8/19,Active/C
19C57825  ,5/8/19,Closed
19C57824  ,5/8/19,Active/C
19C57827  ,5/8/19,Active/C
19C57828  ,5/8/19,Active/C
19C57829  ,5/8/19,Active/C
19C57830  ,5/8/19,Active/C
19C57831  ,5/8/19,Active/C
19C57833  ,5/8/19,Closed
19C57832  ,5/8/19,Active/C
19C57835  ,5/8/19,Active/C
19C57837  ,5/8/19,Active/C
19C57834  ,5/8/19,Active/C
19C57836  ,5/8/19,Active
19C57838  ,5/8/19,Active/C
19C57839  ,5/8/19,Active/C
19C57840  ,5/8/19,Closed
19C57847  ,5/8/19,Active/C
19C57844  ,5/8/19,Closed
19C57841  ,5/8/19,Active/C
19C57845  ,5/8/19,Closed
19C57842  ,5/8/19,Active/C
19C57846  ,5/8/19,Active/C
19C57849  ,5/8/19,Closed
19C57852  ,5/8/19,Closed
19C57853  ,5/8/19,Closed
19C57848  ,5/8/19,Closed
19C57850  ,5/8/19,Active/C
19C57851  ,5/8/19,Closed
19C57855  ,5/8/19,Active
19C57854  ,5/8/19,Closed
19C57856  ,5/8/19,Closed
19C57859  ,5/8/19,Closed
19C57857  ,5/8/19,Closed
19C57858  ,5/8/19,Closed
19C57862  ,5/8/19,Active/C
19C57860  ,5/8/19,Closed
19C57863  ,5/8/19,Closed
19C57861  ,5/8/19,Closed
19C57912  ,5/9/19,Active/C
19C57938  ,5/9/19,Closed
19C58037  ,5/10/19,Closed
19C58039  ,5/10/19,Closed
19C58041  ,5/10/19,Closed
19C58045  ,5/10/19,Closed
19C58043  ,5/10/19,Closed
19C58046  ,5/10/19,Closed
19C58050  ,5/10/19,Closed
19C58047  ,5/10/19,Closed
19C58049  ,5/10/19,Active/C
19C58053  ,5/10/19,Closed
19C58054  ,5/10/19,Active/C
19C58052  ,5/10/19,Closed
19C58051  ,5/10/19,Closed
19C58062  ,5/10/19,Active/C
19C58057  ,5/10/19,Closed
19C58060  ,5/10/19,Closed
19C58061  ,5/10/19,Active/C
19C58059  ,5/10/19,Active/C
19C58056  ,5/10/19,Closed
19C58066  ,5/10/19,Active/C
19C58064  ,5/10/19,Active/C
19C58065  ,5/10/19,Closed
19C58063  ,5/10/19,Closed
19C58048  ,5/10/19,Closed
19C58055  ,5/10/19,Active/C
19C58068  ,5/10/19,Active/C
19C58072  ,5/10/19,Closed
19C58058  ,5/10/19,Active/C
19C58071  ,5/10/19,Active/C
19C58070  ,5/10/19,Closed
19C58074  ,5/10/19,Active/C
19C58067  ,5/10/19,Active/C
19C58069  ,5/10/19,Active/C
19C58081  ,5/10/19,Closed
19C58075  ,5/10/19,Closed
19C58079  ,5/10/19,Closed
19C58078  ,5/10/19,Closed
19C58083  ,5/10/19,Closed
19C58077  ,5/10/19,Active/C
19C58085  ,5/10/19,Active/C
19C58084  ,5/10/19,Closed
19C58087  ,5/10/19,Active/C
19C58073  ,5/10/19,Closed
19C58086  ,5/10/19,Active/C
19C58095  ,5/10/19,Active/C
19C58082  ,5/10/19,Closed
19C58089  ,5/10/19,Closed
19C58091  ,5/10/19,Closed
19C58092  ,5/10/19,Active/C
19C58094  ,5/10/19,Closed
19C58088  ,5/10/19,Closed
19C58103  ,5/10/19,Closed
19C58097  ,5/10/19,Active/C
19C58076  ,5/10/19,Closed
19C58098  ,5/10/19,Closed
19C58101  ,5/10/19,Closed
19C58100  ,5/10/19,Active/C
19C58080  ,5/10/19,Active/C
19C58102  ,5/10/19,Closed
19C58096  ,5/10/19,Closed
19C58090  ,5/10/19,Closed
19C58093  ,5/10/19,Closed
19C58099  ,5/10/19,Closed
19C58104  ,5/10/19,Active/C
19C58106  ,5/10/19,Closed
19C58105  ,5/10/19,Closed
19C57990  ,5/10/19,Closed
19C57989  ,5/10/19,Closed
19C57988  ,5/10/19,Closed
19C57991  ,5/10/19,Closed
19C57996  ,5/10/19,Closed
19C57994  ,5/10/19,Closed
19C57992  ,5/10/19,Closed
19C57995  ,5/10/19,Closed
19C57993  ,5/10/19,Closed
19C57999  ,5/10/19,Closed
19C58001  ,5/10/19,Active/C
19C57998  ,5/10/19,Closed
19C57997  ,5/10/19,Closed
19C58000  ,5/10/19,Active/C
19C58002  ,5/10/19,Closed
19C58003  ,5/10/19,Closed
19C58010  ,5/10/19,Closed
19C58009  ,5/10/19,Closed
19C58007  ,5/10/19,Closed
